rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
114,-3,MTA,Metalla Royalty & Str.,gold,royalties_financial_services,mid,6.75,1.2576,1.0459,1.0795,0.9629,FLAT,-0.88,134.37,136.84,-33.04,54.8,59.13,0.4492,LOW,EARLY,6.7815,7.3642,6.7579,0,124.5349,WEAK,33.214
124,-2,EGO,Eldorado Gold Corp,gold,producer,large,29.86,0.877,0.9962,0.9054,0.8267,STRONG_UP,17.25,63.44,104.3,-40.34,56.4,64.23,1.9091,HIGH,EARLY,33.468,36.5005,32.0871,0,55.7051,WEAK,32.0043
134,41,010130.KS,Korea Zinc Ord Shs,copper,producer,large,1579000.0,0.979,0.9939,1.0458,0.9449,FLAT,49.2,104.84,257.65,-32.77,47.72,78.09,3.1699,HIGH,-,1613800.0,1647160.0,1260429.1844,1,64.0673,TREND_ONLY,30.5998
135,-5,BRMS.JK,"ticker
BRMS.JK    Bumi Resources Minerals
BRMS.JK    Bumi Resources Minerals
Name: name, dtype: object",copper,producer,large,805.0,1.0287,1.0271,1.0035,0.7054,STRONG_UP,-16.58,115.24,433.11,-48.47,44.3,87.55,0.571,LOW,EARLY,837.25,870.0,834.68,0,58.3114,WEAK,30.5588
136,-5,NGEX.TO,NGEX Minerals,copper,producer,large,24.86,0.9993,0.9513,0.9177,0.9388,FLAT,8.8,109.08,167.02,-30.62,57.6,61.12,0.6579,LOW,EARLY,27.461,26.9994,24.9892,0,102.801,WEAK,30.4385
148,-4,29M.AX,29Metals,copper,producer,mid,0.24,0.9559,1.1024,0.6393,0.5813,STRONG_UP,-47.83,100.0,-50.0,-66.41,48.62,95.34,0.4518,LOW,EARLY,0.2892,0.3424,0.4074,0,50.9964,WEAK,28.8076
153,-2,IE,"ticker
IE         Ivanhoe Electric
IE    Ivanhoe Electric Inc.
Name: name, dtype: object",gold,producer,mid,13.09,1.1096,1.0039,1.166,0.768,FLAT,-8.84,106.79,29.22,-45.93,55.6,77.86,0.754,LOW,EARLY,13.6945,13.4838,13.4722,0,76.2612,WEAK,27.913
155,-3,III.TO,Imperial Metals,copper,producer,mid,6.68,0.9044,0.9656,0.8038,0.6122,STRONG_UP,-2.48,89.24,156.92,-50.97,52.0,69.87,0.3673,LOW,EARLY,7.661,8.2822,7.5901,0,66.4123,WEAK,27.4054
161,-3,DRD,Drdgold Ltd,gold,producer,mid,26.78,1.0393,1.0002,0.932,0.9168,STRONG_UP,6.04,93.69,251.96,-32.64,54.0,59.27,0.3478,LOW,EARLY,29.8525,30.9655,27.3439,0,85.363,WEAK,26.8014
163,-3,CS.TO,"ticker
CS.TO    Capstone Copper
CS.TO    Capstone Copper
Name: name, dtype: object",copper,producer,large,11.26,0.808,0.9879,0.9962,0.774,FLAT,-10.06,69.07,19.79,-43.28,53.2,66.08,0.6566,LOW,EARLY,11.891,11.6866,11.8437,0,55.6065,WEAK,26.3174
169,-2,HSTR.V,"ticker
HSTR.V    Heliostar Metals Ord Shs
HSTR.V    Heliostar Metals Ord Shs
Name: name, dtype: object",gold,producer,mid,2.17,1.0882,0.9571,0.9737,0.832,FLAT,18.58,102.8,600.0,-44.21,48.4,72.82,0.8543,LOW,EARLY,2.44,2.4644,2.1826,0,68.3288,WEAK,25.9416
172,-2,VZLA,Vizsla Silver Corp,silver,producer,mid,3.46,0.7192,1.0387,1.109,0.7225,FLAT,-16.83,65.55,158.21,-56.27,55.2,68.36,,LOW,PROGRESS,3.381,3.5532,4.2085,0,52.9312,WEAK,25.4533
173,-2,NFG.V,New Found Gold Corp,gold,explorer,mid,2.85,0.974,1.078,1.1547,0.8218,FLAT,-2.4,81.53,-40.87,-51.05,51.2,69.28,0.9968,LOW,PROGRESS,2.8425,3.0238,3.1836,0,60.2521,WEAK,25.3832
175,-2,AIS.AX,Aeris Resources,copper,producer,mid,0.395,0.9936,1.0468,0.9601,0.7535,STRONG_UP,-24.04,107.89,,-46.67,42.29,74.12,0.8613,LOW,PROGRESS,0.385,0.4309,0.4349,0,61.5606,WEAK,25.3508
182,-2,SLX.AX,Silex Systems,uranium,producer,mid,5.7,0.7722,0.9202,0.8994,0.8379,STRONG_UP,-45.66,74.85,4.97,-53.38,52.96,82.08,0.6692,LOW,EARLY,5.891,5.9094,6.5064,0,48.2928,WEAK,24.7514
190,-2,NG,Novagold Resources,gold,producer,mid,8.05,1.0509,0.9858,0.9648,1.0192,FLAT,-2.9,95.86,168.33,-45.56,53.6,91.65,0.5856,LOW,EARLY,9.231,9.9436,8.8206,0,56.0643,WEAK,24.1203
192,-2,ODV,Osisko Development,gold,producer,mid,2.97,0.9777,0.9927,0.9803,0.9501,STRONG_UP,-3.26,82.21,,-40.79,52.8,69.21,0.3902,LOW,EARLY,3.304,3.574,3.3171,0,62.7166,WEAK,23.9734
193,-2,LUG.TO,Lundin Gold Inc,gold,producer,large,90.34,0.9354,0.9679,0.8805,0.9466,FLAT,-3.0,74.33,432.39,-29.02,58.0,61.75,0.6303,LOW,EARLY,106.6175,108.2585,99.2631,0,69.8135,WEAK,23.8032
195,-2,8001.T,Itochu Corp,uranium,producer,large,1987.0,0.6372,1.04,0.8536,0.9775,FLAT,14.77,44.28,42.31,-14.24,53.91,33.84,2.8062,HIGH,-,1991.375,2045.7534,1836.3677,1,70.5385,TREND_ONLY,23.6719
196,0,TSLA,TESLA INC,lithium,producer,large,390.82,0.5711,0.9882,0.9061,0.7323,STRONG_UP,-11.2,36.07,117.11,-29.93,52.8,38.09,1.024,MED,SHIFT,372.5885,383.7146,402.4926,0,50.0063,WEAK,23.6456
197,40,0666.HK,REPT Bettero Energy Co,lithium,producer,large,17.68,0.6375,1.0681,0.9238,1.1242,FLAT,29.71,51.89,11.76,-29.98,46.94,63.19,1.5566,HIGH,-,16.249,15.6826,13.7701,1,38.5459,TREND_ONLY,23.516
198,-4,MARI.TO,Marimaca Copper,copper,producer,mid,7.94,0.7922,0.9804,0.8813,0.7125,STRONG_UP,-27.22,65.76,114.59,-37.79,47.2,47.65,0.3385,LOW,EARLY,8.5395,8.9126,10.3983,0,65.141,WEAK,23.4902
206,-4,ITRG,"ticker
ITRG    Integra Resources
ITRG    Integra Resources
Name: name, dtype: object",silver,producer,mid,2.69,0.6998,0.9939,0.9692,0.7864,STRONG_UP,-5.94,61.08,255.35,-45.67,49.6,64.92,0.4024,LOW,EARLY,2.942,3.199,3.0903,0,46.6645,WEAK,22.2968
208,-4,VAU.AX,Vault Minerals,gold,producer,mid,4.52,0.8902,1.003,1.1206,0.9177,FLAT,2.19,65.9,63.97,-41.81,50.99,59.58,0.5196,LOW,EARLY,4.6165,4.7644,4.5331,0,56.4001,WEAK,22.1369
209,-4,BTG,B2gold Corp,gold,producer,large,4.36,0.8033,1.0208,1.0009,0.9678,STRONG_UP,-10.13,49.7,83.85,-36.63,54.8,67.26,0.9236,LOW,EARLY,4.764,4.9129,4.596,0,40.495,WEAK,22.048
211,-4,1818.HK,Zhaojin Mining,gold,producer,large,28.3,0.8257,1.0238,0.9633,0.7782,STRONG_UP,-3.61,53.88,123.42,-33.91,51.02,60.08,0.7284,LOW,EARLY,31.483,31.662,29.5455,0,45.7523,WEAK,21.9962
216,35,FOM.TO,Foran Mining,copper,producer,mid,5.44,0.767,1.013,0.895,0.9788,FLAT,43.16,60.47,31.08,-32.7,47.9,71.3,3.0532,HIGH,-,5.449,6.1136,4.4181,1,40.6256,TREND_ONLY,21.6216
219,-4,GAU,Galiano Gold,gold,producer,mid,2.32,0.9576,1.0538,0.9841,0.9395,STRONG_UP,-6.45,78.46,38.1,-38.94,49.6,76.11,0.3849,LOW,EARLY,2.499,2.6848,2.453,0,51.1325,WEAK,21.3465
220,-4,TFPM,Triple Flag Precious Metals,gold,royalties_financial_services,large,31.53,0.8111,0.9974,0.9561,1.0024,FLAT,11.61,51.17,95.72,-26.03,56.4,46.13,0.51,LOW,EARLY,34.4815,35.6255,31.7961,0,62.5583,WEAK,21.3231
222,-4,ARTG.V,Artemis Gold Inc,gold,producer,large,34.05,0.8622,0.9651,0.9656,0.9787,STRONG_DOWN,-0.41,60.69,282.58,-29.9,52.8,54.84,0.8573,LOW,EARLY,38.7265,38.7648,35.4833,0,58.4314,WEAK,21.0753
224,-4,600547.SS,Shandong Gold Ord. A,gold,producer,large,34.38,0.6024,1.0196,0.9077,0.7332,STRONG_UP,-5.81,12.28,19.5,-43.28,48.55,61.9,1.2134,MED,EARLY,38.2155,41.938,38.6265,0,9.6288,WEAK,20.7724
228,-5,GMD.AX,Genesis Minerals,gold,producer,large,5.74,0.7917,0.9503,0.9973,0.8905,FLAT,1.77,47.56,237.65,-36.46,52.17,69.88,0.7327,LOW,EARLY,6.4,6.4988,6.1158,0,35.505,WEAK,20.1572
229,-5,SMR,Nuscale Power Corp,uranium,producer,mid,12.14,0.3071,0.9745,1.0474,0.7027,FLAT,-71.27,-30.47,101.33,-82.86,46.8,99.77,0.6593,LOW,SHIFT,11.32,11.6962,25.6833,0,-14.2927,WEAK,20.111
236,-6,GGD.TO,Gogold Resources Inc,gold,producer,mid,2.64,0.8382,1.0058,1.0657,0.9033,FLAT,3.13,56.21,97.01,-41.22,53.2,67.66,0.4884,LOW,EARLY,2.7415,2.8986,2.752,0,44.1994,WEAK,19.7665
241,-7,DYL.AX,Deep Yellow Ltd.,uranium,producer,mid,1.815,0.6793,0.9524,0.8343,0.6634,STRONG_UP,1.68,53.81,16.35,-44.5,48.62,78.95,0.8005,LOW,EARLY,1.9215,2.0371,1.9302,0,33.1402,WEAK,19.5115
242,29,LCID,LUCID GROUP INC,lithium,producer,mid,6.54,0.1085,1.056,0.5489,0.5023,STRONG_UP,-62.69,-74.15,-76.47,-81.6,40.0,75.3,1.5621,HIGH,EARLY,7.467,8.9916,15.1355,0,-39.3892,WEAK,19.4761
247,-8,CHN.AX,Challice Mining,palladium,producer,mid,1.52,0.9902,0.9875,1.01,0.9769,FLAT,-23.04,35.71,36.32,-53.73,47.43,78.05,,LOW,EARLY,1.5737,1.6295,1.8928,0,21.7031,WEAK,18.9691
248,-8,BVR.AX,Bellavista Resources,uranium,producer,small,0.575,0.7814,0.865,0.8834,0.6943,FLAT,43.75,76.92,219.44,-48.35,35.18,93.22,1.8527,HIGH,-,0.6055,0.6644,0.537,1,29.0298,TREND_ONLY,18.849
249,-8,HMY,Harmony Gold Mining,gold,producer,large,15.61,0.5672,1.008,1.0731,0.8223,FLAT,-4.44,5.72,90.23,-48.85,49.6,68.57,0.5342,LOW,EARLY,16.4198,16.8672,17.5429,0,4.1349,WEAK,18.7973
251,-8,NST.AX,Northern Star Resources,gold,producer,large,21.17,0.6065,1.0163,1.0402,0.8676,FLAT,-10.28,13.03,53.4,-45.32,54.15,69.31,,LOW,EARLY,23.0035,23.8337,23.4579,0,10.1771,WEAK,18.6813
260,-8,RMS.AX,Ramelius Resources,gold,producer,large,3.4,0.6877,0.9663,0.9515,0.8398,STRONG_UP,4.43,28.16,83.95,-33.84,48.22,60.86,0.4135,LOW,EARLY,3.827,4.0004,3.7225,0,22.3139,WEAK,17.6343
264,-6,CMM.AX,Capricorn Metals,gold,producer,mid,11.77,0.6879,1.0926,1.0924,0.9363,STRONG_UP,-4.83,28.2,143.2,-41.12,54.94,64.09,0.7301,LOW,PROGRESS,11.7445,12.1382,12.5677,0,24.1704,WEAK,16.949
267,-6,WA1.AX,WA1 Resources,copper,producer,mid,15.22,0.6276,0.9856,0.9628,0.9846,FLAT,-11.56,31.32,-12.58,-41.26,54.15,62.34,0.4806,LOW,SHIFT,14.9185,14.963,17.065,0,27.2054,WEAK,16.6373
268,-6,TXG.TO,Torex Gold Resources,gold,producer,large,54.99,0.6798,0.9868,0.8895,0.9294,FLAT,-4.68,26.7,187.34,-34.04,54.0,69.28,0.5189,LOW,EARLY,62.751,65.8742,60.1825,0,20.8083,WEAK,16.582
270,-6,PNR.AX,Pantoro Gold,gold,producer,mid,3.21,0.6065,0.8955,0.9524,0.7277,FLAT,-35.41,13.03,122.15,-52.82,51.38,83.87,0.5244,LOW,EARLY,3.6805,4.0526,4.7575,0,7.9813,WEAK,16.2074
271,-6,AMMN.JK,"ticker
AMMN.JK    Amman Mineral Internasional
AMMN.JK    Amman Mineral Internasional
Name: name, dtype: object",copper,producer,large,5100.0,0.3495,1.0542,0.9676,0.7162,STRONG_UP,-33.33,-26.88,-47.83,-48.75,45.99,84.24,0.7941,LOW,EARLY,5326.0,5937.2,7085.925,0,-14.6758,WEAK,16.1255
272,-6,ZIM.AX,Zimplats Holdings,platinum,producer,mid,16.1,0.7855,0.9638,0.9516,1.0087,FLAT,-10.51,38.2,-3.59,-37.4,48.62,62.18,0.4773,LOW,EARLY,17.84,18.4064,18.7528,0,29.8675,WEAK,16.0492
274,-6,VUL.AX,VULCAN ENERGY RESOURCES LTD,lithium,producer,mid,3.88,0.3651,0.9777,0.9568,0.7863,STRONG_UP,-38.02,-13.0,22.4,-61.57,49.8,59.9,0.5615,LOW,SHIFT,3.654,3.5072,4.4625,0,-10.8117,WEAK,15.9792
280,-7,STK.AX,Strickland Metals,gold,explorer,mid,0.17,0.9808,0.9767,0.9005,0.9191,FLAT,-10.53,82.8,61.9,-31.25,37.15,83.07,0.364,LOW,EARLY,0.202,0.208,0.1858,0,37.0273,WEAK,15.7348
286,-7,BOE.AX,Boss Energy Ltd.,uranium,producer,mid,1.425,0.1758,0.9187,0.7703,0.7616,STRONG_UP,-25.39,-60.2,-72.54,-74.73,43.08,81.89,0.9326,LOW,EARLY,1.6022,1.609,1.7757,0,-31.6672,WEAK,15.548
289,-7,ORLA,Orla Mining Ltd,gold,producer,mid,13.3,0.6868,0.9831,0.8475,0.9671,FLAT,28.38,28.01,239.29,-40.28,55.6,73.45,0.7403,LOW,EARLY,15.7385,16.6144,13.5265,0,21.2012,WEAK,15.293
297,-7,IVPAF,Ivanhoe Mines Ltd,palladium,producer,large,7.96,0.5597,0.9211,1.1143,0.8553,FLAT,-22.72,-23.28,-41.81,-46.64,50.4,67.77,0.1167,LOW,EARLY,8.4489,9.0279,9.8823,0,-17.3165,WEAK,14.0432
304,-7,IVN.TO,Ivanhoe Mines Class A,copper,producer,large,10.82,0.3626,0.9429,1.0077,0.6804,FLAT,-22.88,-24.12,-42.17,-45.14,50.8,66.42,,LOW,EARLY,11.5915,12.3848,13.6362,0,-18.4503,WEAK,13.2997
307,-8,WAF.AX,West African Resources,gold,producer,mid,3.02,0.6985,1.0031,0.9645,0.9357,STRONG_UP,-0.66,30.17,125.37,-29.41,37.55,56.11,0.5524,LOW,EARLY,3.2835,3.2206,3.0732,0,20.192,WEAK,12.9218
331,-6,VISC.ST,Gruvaktiebolaget Viscaria Class B,copper,producer,mid,16.22,0.3313,0.9724,1.0321,0.8676,FLAT,-14.09,-30.68,-44.83,-50.26,45.97,46.88,0.4883,LOW,EARLY,16.857,16.5984,16.6931,0,-30.0882,WEAK,8.4576
337,-6,2362.HK,JInchuan Group Interntional,copper,explorer,large,0.64,0.4779,1.0335,0.9723,1.0778,FLAT,0.0,0.0,-15.59,0.0,0.0,0.0,,LOW,EARLY,0.64,0.64,0.64,0,,WEAK,0.0
