ticker,name,sector,industry,market_cap,cap_band,benchmark
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,10275670016,large,SPY
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,18012721152,large,SPY
ZTS,Zoetis,Health Care,Pharmaceuticals,51975360512,large,SPY
ALNY,Alnylam Pharmaceuticals,Health Care,Biotechnology,42286891008,large,SPY
ARM,Arm Holdings,Technology,Semiconductors,158354604032,large,SPY
ASML,ASML Holding,Technology,Industrial Machinery,517221810176,large,SPY
TEAM,Atlassian,Technology,Computer Software,18011082752,large,SPY
CCEP,Coca-Cola Europacific Partners,Consumer Staples,Soft Drinks,41974009856,large,SPY
FER,Ferrovial,Industrials,"Military, Government, Technical",48208359424,large,SPY
INSM,Insmed Incorporated,Health Care,Biotechnology,35012096000,large,SPY
MRVL,Marvell Technology,Technology,Semiconductors,93663223808,large,SPY
MELI,Mercado Libre,Consumer Discretionary,Catalog/Specialty Distribution,86972030976,large,SPY
MSTR,MicroStrategy,Technology,Computer Software,41412579328,large,SPY
PDD,PDD Holdings,Technology,EDP Services,143199748096,large,SPY
SHOP,Shopify,Technology,Computer Software,154326138880,large,SPY
TRI,Thomson Reuters,Technology,Computer Software,40031125504,large,SPY
ZS,Zscaler,Technology,EDP Services,22279159808,large,SPY
BE,BLOOM ENERGY CLASS A CORP,Industrials,,38050758656,large,SPY
FN,FABRINET,Information Technology,,19990505472,large,SPY
NXT,NEXTPOWER INC CLASS A,Industrials,,17005499392,large,SPY
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,Industrials,,12570661888,large,SPY
CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,Information Technology,,18712444928,large,SPY
SATS,ECHOSTAR CORP CLASS A,Communication,,37172543488,large,SPY
STRL,STERLING INFRASTRUCTURE INC,Industrials,,12773616640,large,SPY
CDE,COEUR MINING INC,Materials,,19760011264,large,SPY
AEIS,ADVANCED ENERGY INDUSTRIES INC,Information Technology,,12636955648,large,SPY
HL,HECLA MINING,Materials,,12857310208,large,SPY
ENSG,ENSIGN GROUP INC,Health Care,,11426134016,large,SPY
BBIO,BRIDGEBIO PHARMA INC,Health Care,,14181068800,large,SPY
IONQ,IONQ INC,Information Technology,,10772843520,large,SPY
GH,GUARDANT HEALTH INC,Health Care,,12307722240,large,SPY
MOD,MODINE MANUFACTURING,Industrials,,11565005824,large,SPY
RMBS,RAMBUS INC,Information Technology,,10062066688,large,SPY
DY,DYCOM INDUSTRIES INC,Industrials,,10434078720,large,SPY
TTMI,TTM TECHNOLOGIES INC,Information Technology,,10122634240,large,SPY
SPXC,SPX TECHNOLOGIES INC,Industrials,,9840210944,mid,SPY
GTLS,CHART INDUSTRIES INC,Industrials,,9912484864,mid,SPY
IDCC,INTERDIGITAL INC,Information Technology,,8056242688,mid,SPY
CTRE,CARETRUST REIT INC,Real Estate,,8554450432,mid,SPY
AHR,AMERICAN HEALTHCARE REIT INC,Real Estate,,9042292736,mid,SPY
MDGL,MADRIGAL PHARMACEUTICALS INC,Health Care,,12545639424,large,SPY
AVAV,AEROVIRONMENT INC,Industrials,,9329551360,mid,SPY
WTS,WATTS WATER TECHNOLOGIES INC CLASS,Industrials,,9632571392,mid,SPY
UMBF,UMB FINANCIAL CORP,Financials,,8758753280,mid,SPY
FCFS,FIRSTCASH HOLDINGS INC,Financials,,8808294400,mid,SPY
ARWR,ARROWHEAD PHARMACEUTICALS INC,Health Care,,8546164736,mid,SPY
PRIM,PRIMORIS SERVICES CORP,Industrials,,8016504832,mid,SPY
FORM,FORMFACTOR INC,Information Technology,,8038015488,mid,SPY
ONB,OLD NATIONAL BANCORP,Financials,,8650740736,mid,SPY
SITM,SITIME CORP,Information Technology,,9127385088,mid,SPY
FLR,FLUOR CORP,Industrials,,6909058560,mid,SPY
CYTK,CYTOKINETICS INC,Health Care,,8218654720,mid,SPY
VIAV,VIAVI SOLUTIONS INC,Information Technology,,8535952896,mid,SPY
PRAX,PRAXIS PRECISION MEDICINES INC,Health Care,,8644341760,mid,SPY
ESE,ESCO TECHNOLOGIES INC,Industrials,,7568813056,mid,SPY
CMC,COMMERCIAL METALS,Materials,,6856778240,mid,SPY
SM,SM ENERGY,Energy,,7298557952,mid,SPY
HQY,HEALTHEQUITY INC,Health Care,,7233890304,mid,SPY
JBTM,JBT MAREL CORP,Industrials,,6505572864,mid,SPY
JXN,JACKSON FINANCIAL INC CLASS A,Financials,,7299000832,mid,SPY
PCVX,VAXCYTE INC,Health Care,,8477141504,mid,SPY
SLAB,SILICON LABORATORIES INC,Information Technology,,6894685184,mid,SPY
ZWS,ZURN ELKAY WATER SOLUTIONS CORP,Industrials,,7542754816,mid,SPY
TEX,TEREX CORP,Industrials,,6653724160,mid,SPY
ORA,ORMAT TECH INC,Utilities,,6933499904,mid,SPY
SANM,SANMINA CORP,Information Technology,,7110103040,mid,SPY
CWAN,CLEARWATER ANALYTICS HOLDINGS INC,Information Technology,,7112855552,mid,SPY
AXSM,AXSOME THERAPEUTICS INC,Health Care,,8619585536,mid,SPY
EPRT,ESSENTIAL PROPERTIES REALTY TRUST,Real Estate,,6491878400,mid,SPY
UEC,URANIUM ENERGY CORP,Energy,,6652295680,mid,SPY
IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,,7248548352,mid,SPY
FSS,FEDERAL SIGNAL CORP,Industrials,,6652467712,mid,SPY
SMTC,SEMTECH CORP,Information Technology,,7682414080,mid,SPY
TRNO,TERRENO REALTY REIT CORP,Real Estate,,6603838464,mid,SPY
APLD,APPLIED DIGITAL CORP,Information Technology,,6866627584,mid,SPY
AGX,ARGAN INC,Industrials,,8021158912,mid,SPY
LUMN,LUMEN TECHNOLOGIES INC,Communication,,7169249280,mid,SPY
KRYS,KRYSTAL BIOTECH INC,Health Care,,7628140032,mid,SPY
EAT,BRINKER INTERNATIONAL INC,Consumer Discretionary,,6428752896,mid,SPY
OKLO,OKLO INC CLASS A,Utilities,,8353865728,mid,SPY
AROC,ARCHROCK INC,Energy,,6074088960,mid,SPY
ENS,ENERSYS,Industrials,,6545835520,mid,SPY
VSAT,VIASAT INC,Information Technology,,7292788224,mid,SPY
POR,PORTLAND GENERAL ELECTRIC,Utilities,,6211069952,mid,SPY
PL,PLANET LABS CLASS A,Industrials,,12419827712,large,SPY
GATX,GATX CORP,Industrials,,6191769088,mid,SPY
TXNM,TXNM ENERGY INC,Utilities,,6410021888,mid,SPY
NE,NOBLE CORPORATION PLC,Energy,,7951345664,mid,SPY
RIG,TRANSOCEAN LTD,Energy,,7267773440,mid,SPY
GKOS,GLAUKOS CORP,Health Care,,6549547520,mid,SPY
VAL,VALARIS LTD,Energy,,6787400192,mid,SPY
VLY,VALLEY NATIONAL,Financials,,6925834240,mid,SPY
RHP,RYMAN HOSPITALITY PROPERTIES REIT,Real Estate,,5853890560,mid,SPY
DOCN,DIGITALOCEAN HOLDINGS INC,Information Technology,,9356012544,mid,SPY
PTGX,PROTAGONIST THERAPEUTICS INC,Health Care,,6622068224,mid,SPY
SWX,SOUTHWEST GAS HOLDINGS INC,Utilities,,6457819648,mid,SPY
TMHC,TAYLOR MORRISON HOME CORP,Consumer Discretionary,,5589279232,mid,SPY
AAOI,APPLIED OPTOELECTRONICS INC,Information Technology,,8071222784,mid,SPY
BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,,8278835200,mid,SPY
KRG,KITE REALTY GROUP TRUST REIT,Real Estate,,5463055360,mid,SPY
QBTS,D WAVE QUANTUM INC,Information Technology,,5297163776,mid,SPY
ROAD,CONSTRUCTION PARTNERS INC CLASS A,Industrials,,5984413184,mid,SPY
GBCI,GLACIER BANCORP INC,Financials,,5919891456,mid,SPY
MGY,MAGNOLIA OIL GAS CORP CLASS A,Energy,,5934209024,mid,SPY
UBSI,UNITED BANKSHARES INC,Financials,,5837493760,mid,SPY
ESNT,ESSENT GROUP LTD,Financials,,5593155072,mid,SPY
CNX,CNX RESOURCES CORP,Energy,,5511071744,mid,SPY
CWST,CASELLA WASTE SYSTEMS INC CLASS A,Industrials,,5537217536,mid,SPY
LNTH,LANTHEUS HOLDINGS INC,Health Care,,4954307584,mid,SPY
NJR,NEW JERSEY RESOURCES CORP,Utilities,,5643296256,mid,SPY
SR,SPIRE INC,Utilities,,5475298816,mid,SPY
GVA,GRANITE CONSTRUCTION INC,Industrials,,5306507264,mid,SPY
BCPC,BALCHEM CORP,Materials,,5519266304,mid,SPY
NPO,ENPRO INC,Industrials,,5358958592,mid,SPY
PLXS,PLEXUS CORP,Information Technology,,5554173952,mid,SPY
SSRM,SSR MINING INC,Materials,,6467032064,mid,SPY
BKH,BLACK HILLS CORP,Utilities,,5386956288,mid,SPY
HWC,HANCOCK WHITNEY CORP,Financials,,5250110976,mid,SPY
UFPI,UFP INDUSTRIES INC,Industrials,,5133006848,mid,SPY
PIPR,PIPER SANDLER COMPANIES,Financials,,5548481024,mid,SPY
PTCT,PTC THERAPEUTICS INC,Health Care,,5609643008,mid,SPY
CNR,CORE NATURAL RESOURCES INC,Energy,,5314617344,mid,SPY
COMP,COMPASS INC CLASS A,Real Estate,,5247882240,mid,SPY
MUR,MURPHY OIL CORP,Energy,,5888765440,mid,SPY
OGS,ONE GAS INC,Utilities,,5573369856,mid,SPY
SNEX,STONEX GROUP INC,Financials,,6638708224,mid,SPY
ACA,ARCOSA INC,Industrials,,5282148864,mid,SPY
LBRT,LIBERTY ENERGY INC CLASS A,Energy,,4553647616,mid,SPY
RGTI,RIGETTI COMPUTING INC,Information Technology,,4713216512,mid,SPY
BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,,4917075456,mid,SPY
VSEC,VSE CORP,Industrials,,5192772608,mid,SPY
HOMB,HOME BANCSHARES INC,Financials,,5342550528,mid,SPY
ABCB,AMERIS BANCORP,Financials,,5355907584,mid,SPY
RIOT,RIOT PLATFORMS INC,Information Technology,,4875558400,mid,SPY
JOBY,JOBY AVIATION INC CLASS A,Industrials,,8324340736,mid,SPY
MATX,MATSON INC,Industrials,,5188046336,mid,SPY
SBRA,SABRA HEALTH CARE REIT INC,Real Estate,,5007613952,mid,SPY
NUVL,NUVALENT INC CLASS A,Health Care,,8288590336,mid,SPY
BOOT,BOOT BARN HOLDINGS INC,Consumer Discretionary,,4120168192,mid,SPY
AUB,ATLANTIC UNION BANKSHARES CORP,Financials,,5162891776,mid,SPY
POWL,POWELL INDUSTRIES INC,Industrials,,6651663872,mid,SPY
MAC,MACERICH REIT,Real Estate,,5261588480,mid,SPY
COGT,COGENT BIOSCIENCES INC,Health Care,,5714893312,mid,SPY
CIFR,CIPHER DIGITAL INC,Information Technology,,5193630720,mid,SPY
PECO,PHILLIPS EDISON AND COMPANY INC,Real Estate,,5205051904,mid,SPY
CORZ,CORE SCIENTIFIC INC,Information Technology,,5117848576,mid,SPY
HIMS,HIMS HERS HEALTH INC CLASS A,Health Care,,4362747904,mid,SPY
OPCH,OPTION CARE HEALTH INC,Health Care,,4360387072,mid,SPY
HUT,HUT CORP,Information Technology,,5334787072,mid,SPY
ATMU,ATMUS FILTRATION TECHNOLOGIES INC,Industrials,,4705965568,mid,SPY
CRC,CALIFORNIA RESOURCES CORP,Energy,,6009262592,mid,SPY
KNF,KNIFE RIVER CORP,Materials,,4188048896,mid,SPY
KGS,KODIAK GAS SERVICES INC,Energy,,4976727552,mid,SPY
GLNG,GOLAR LNG LTD,Energy,,5627403264,mid,SPY
MIR,MIRION TECHNOLOGIES INC CLASS A,Information Technology,,4764251648,mid,SPY
XENE,XENON PHARMACEUTICALS INC,Health Care,,5425033728,mid,SPY
WULF,TERAWULF INC,Information Technology,,6310133760,mid,SPY
SIGI,SELECTIVE INSURANCE GROUP INC,Financials,,4621504000,mid,SPY
HCC,WARRIOR MET COAL INC,Materials,,5010138112,mid,SPY
RYTM,RHYTHM PHARMACEUTICALS INC,Health Care,,5892316160,mid,SPY
BDC,BELDEN INC,Information Technology,,4521488896,mid,SPY
KYMR,KYMERA THERAPEUTICS INC,Health Care,,6972260352,mid,SPY
BTU,PEABODY ENERGY CORP,Energy,,4088750336,mid,SPY
RDN,RADIAN GROUP INC,Financials,,4585567232,mid,SPY
FTDR,FRONTDOOR INC,Consumer Discretionary,,3854313472,mid,SPY
ALKS,ALKERMES,Health Care,,5806083584,mid,SPY
AX,AXOS FINANCIAL INC,Financials,,4838055424,mid,SPY
VICR,VICOR CORP,Industrials,,7061876224,mid,SPY
HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,Financials,,4756929536,mid,SPY
BMI,BADGER METER INC,Information Technology,,4573631488,mid,SPY
OSIS,OSI SYSTEMS INC,Information Technology,,4551937536,mid,SPY
TGTX,TG THERAPEUTICS INC,Health Care,,5354347008,mid,SPY
REZI,RESIDEO TECHNOLOGIES INC,Industrials,,5239199744,mid,SPY
NOVT,NOVANTA INC,Information Technology,,4176428288,mid,SPY
FOLD,AMICUS THERAPEUTICS INC,Health Care,,4534170112,mid,SPY
AIR,AAR CORP,Industrials,,4365321216,mid,SPY
BCO,BRINKS,Industrials,,4252962304,mid,SPY
UUUU,ENERGY FUELS INC,Energy,,4288506624,mid,SPY
MWA,MUELLER WATER PRODUCTS INC SERIES,Industrials,,4324054016,mid,SPY
MTH,MERITAGE CORP,Consumer Discretionary,,4376480768,mid,SPY
LAUR,LAUREATE EDUCATION INC,Consumer Discretionary,,4790476288,mid,SPY
SKY,CHAMPION HOMES INC,Consumer Discretionary,,4129044224,mid,SPY
RDNT,RADNET INC,Health Care,,4252368640,mid,SPY
ITRI,ITRON INC,Information Technology,,3930723584,mid,SPY
YOU,CLEAR SECURE INC CLASS A,Information Technology,,6916733440,mid,SPY
NWE,NORTHWESTERN ENERGY GROUP INC,Utilities,,4156721408,mid,SPY
TDS,TELEPHONE AND DATA SYSTEMS INC,Communication,,5103992832,mid,SPY
TCBI,TEXAS CAPITAL BANCSHARES INC,Financials,,4243137024,mid,SPY
CRSP,CRISPR THERAPEUTICS AG,Health Care,,4752232448,mid,SPY
CSW,CSW INDUSTRIALS INC,Industrials,,4392108032,mid,SPY
MYRG,MYR GROUP INC,Industrials,,4439488000,mid,SPY
MRCY,MERCURY SYSTEMS INC,Industrials,,4454285824,mid,SPY
ACIW,ACI WORLDWIDE INC,Information Technology,,4260627456,mid,SPY
TERN,TERNS PHARMACEUTICALS INC,Health Care,,6084594176,mid,SPY
ASB,ASSOCIATED BANCORP,Financials,,4312032768,mid,SPY
EBC,EASTERN BANKSHARES INC,Financials,,4465253888,mid,SPY
LGND,LIGAND PHARMACEUTICALS INC,Health Care,,3980051968,mid,SPY
NHI,NATIONAL HEALTH INVESTORS REIT INC,Real Estate,,4029868032,mid,SPY
ANF,ABERCROMBIE AND FITCH CLASS A,Consumer Discretionary,,4230359552,mid,SPY
OUT,OUTFRONT MEDIA INC,Real Estate,,4772720128,mid,SPY
MMSI,MERIT MEDICAL SYSTEMS INC,Health Care,,4023541504,mid,SPY
IESC,IES INC,Industrials,,9615259648,mid,SPY
SKT,TANGER INC,Real Estate,,3959440384,mid,SPY
PBF,PBF ENERGY INC CLASS A,Energy,,5331223040,mid,SPY
TPH,TRI POINTE HOMES INC,Consumer Discretionary,,3980087552,mid,SPY
MMS,MAXIMUS INC,Industrials,,3402740224,mid,SPY
CNO,CNO FINANCIAL GROUP INC,Financials,,3880470528,mid,SPY
UNF,UNIFIRST CORP,Industrials,,4631837184,mid,SPY
ACLX,ARCELLX INC,Health Care,,6711727616,mid,SPY
URBN,URBAN OUTFITTERS INC,Consumer Discretionary,,5791814144,mid,SPY
LMND,LEMONADE INC,Financials,,4695290368,mid,SPY
LTH,LIFE TIME GROUP HOLDINGS INC,Consumer Discretionary,,6010742272,mid,SPY
RUSHA,RUSH ENTERPRISES INC CLASS A,Industrials,,5058112512,mid,SPY
VISN,VISTANCE NETWORKS INC,Information Technology,,4222919424,mid,SPY
IRT,INDEPENDENCE REALTY INC TRUST,Real Estate,,3672651008,mid,SPY
FFIN,FIRST FINANCIAL BANKSHARES INC,Financials,,4293993728,mid,SPY
DAN,DANA INCORPORATED INC,Consumer Discretionary,,3659187456,mid,SPY
GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,,4161157376,mid,SPY
KTB,KONTOOR BRANDS INC,Consumer Discretionary,,3836515328,mid,SPY
CVSA,COVISTA INC,Consumer Discretionary,,4283135744,mid,SPY
TMDX,TRANSMEDICS GROUP INC,Health Care,,3454085376,mid,SPY
ACHR,ARCHER AVIATION INC CLASS A,Industrials,,4064264448,mid,SPY
INDV,INDIVIOR PHARMACEUTICALS INC,Health Care,,3810737664,mid,SPY
FSLY,FASTLY INC CLASS A,Information Technology,,5085300224,mid,SPY
CVCO,CAVCO INDUSTRIES INC,Consumer Discretionary,,3745169408,mid,SPY
MIRM,MIRUM PHARMACEUTICALS INC,Health Care,,5682370048,mid,SPY
IRTC,IRHYTHM HOLDINGS INC,Health Care,,3774597632,mid,SPY
PTEN,PATTERSON UTI ENERGY INC,Energy,,4027292672,mid,SPY
FLG,FLAGSTAR BANK NATIONAL ASSOCIATION,Financials,,5607586816,mid,SPY
LRN,STRIDE INC,Consumer Discretionary,,3931487488,mid,SPY
ABG,ASBURY AUTOMOTIVE GROUP INC,Consumer Discretionary,,3758034432,mid,SPY
CALM,CAL MAINE FOODS INC,Consumer Staples,,3721780992,mid,SPY
TDW,TIDEWATER INC,Energy,,4183013376,mid,SPY
BNL,BROADSTONE NET LEASE INC,Real Estate,,3721847040,mid,SPY
SFBS,SERVISFIRST BANCSHARES INC,Financials,,3995315200,mid,SPY
PATK,PATRICK INDUSTRIES INC,Consumer Discretionary,,3806704384,mid,SPY
IBOC,INTERNATIONAL BANCSHARES CORP,Financials,,4213783808,mid,SPY
CDP,COPT DEFENSE PROPERTIES,Real Estate,,3624329472,mid,SPY
AZZ,AZZ INC,Industrials,,3798614272,mid,SPY
PSMT,PRICESMART INC,Consumer Staples,,4698878464,mid,SPY
CBT,CABOT CORP,Materials,,3965186304,mid,SPY
SXT,SENSIENT TECHNOLOGIES CORP,Materials,,3928763136,mid,SPY
INDB,INDEPENDENT BANK CORP,Financials,,3761091072,mid,SPY
CELC,CELCUITY INC,Health Care,,5444159488,mid,SPY
SKYW,SKYWEST INC,Industrials,,3697614592,mid,SPY
CGON,CG ONCOLOGY INC,Health Care,,5697687552,mid,SPY
CVLT,COMMVAULT SYSTEMS INC,Information Technology,,3524462336,mid,SPY
UCB,UNITED COMMUNITY BANKS INC,Financials,,3838386944,mid,SPY
QLYS,QUALYS INC,Information Technology,,3168440064,mid,SPY
FELE,FRANKLIN ELECTRIC INC,Industrials,,4119198208,mid,SPY
CRNX,CRINETICS PHARMACEUTICALS INC,Health Care,,3898179328,mid,SPY
LEU,CENTRUS ENERGY CORP CLASS A,Energy,,3602744832,mid,SPY
STNE,STONECO LTD CLASS A,Financials,,3472220160,mid,SPY
HP,HELMERICH & PAYNE INC,Energy,,3538999296,mid,SPY
BGC,BGC GROUP INC CLASS A,Financials,,4733134848,mid,SPY
BOX,BOX INC CLASS A,Information Technology,,3440332288,mid,SPY
KAI,KADANT INC,Industrials,,3378734080,mid,SPY
HRI,HERC HOLDINGS INC,Industrials,,3038028544,mid,SPY
ADMA,ADMA BIOLOGICS INC,Health Care,,2188682752,mid,SPY
LIVN,LIVANOVA PLC,Health Care,,3488667136,mid,SPY
GHC,GRAHAM HOLDINGS COMPANY CLASS B,Consumer Discretionary,,4627601920,mid,SPY
FULT,FULTON FINANCIAL CORP,Financials,,3695617024,mid,SPY
WSFS,WSFS FINANCIAL CORP,Financials,,3625015808,mid,SPY
CSTM,CONSTELLIUM SE CLASS A,Materials,,3806085120,mid,SPY
SHAK,SHAKE SHACK INC CLASS A,Consumer Discretionary,,3813722112,mid,SPY
ASO,ACADEMY SPORTS AND OUTDOORS INC,Consumer Discretionary,,3824172544,mid,SPY
OTTR,OTTER TAIL CORP,Utilities,,3716662528,mid,SPY
KBH,KB HOME,Consumer Discretionary,,3183209984,mid,SPY
OII,OCEANEERING INTERNATIONAL INC,Energy,,3548006912,mid,SPY
KLIC,KULICKE AND SOFFA INDUSTRIES INC,Information Technology,,3353474048,mid,SPY
BKD,BROOKDALE SENIOR LIVING INC,Health Care,,3317607680,mid,SPY
ENVA,ENOVA INTERNATIONAL INC,Financials,,3423412736,mid,SPY
MARA,MARA HOLDINGS INC,Information Technology,,3311843584,mid,SPY
VSCO,VICTORIA S SECRET,Consumer Discretionary,,3701482496,mid,SPY
TGNA,TEGNA INC,Communication,,3243011584,mid,SPY
SRRK,SCHOLAR ROCK HOLDING CORP,Health Care,,5745303552,mid,SPY
EXPO,EXPONENT INC,Industrials,,3320493568,mid,SPY
AVA,AVISTA CORP,Utilities,,3400266496,mid,SPY
MHO,M I HOMES INC,Consumer Discretionary,,3180181760,mid,SPY
ZETA,ZETA GLOBAL HOLDINGS CORP CLASS A,Information Technology,,3883019264,mid,SPY
ALHC,ALIGNMENT HEALTHCARE INC,Health Care,,3832602368,mid,SPY
KFY,KORN FERRY,Industrials,,3307071744,mid,SPY
FBP,FIRST BANCORP,Financials,,3403724288,mid,SPY
TPC,TUTOR PERINI CORP,Industrials,,4080779520,mid,SPY
WHD,CACTUS INC CLASS A,Energy,,3292723456,mid,SPY
MC,MOELIS CLASS A,Financials,,4163908096,mid,SPY
LASR,NLIGHT INC,Information Technology,,3354174208,mid,SPY
SIG,SIGNET JEWELERS LTD,Consumer Discretionary,,3452075008,mid,SPY
STEP,STEPSTONE GROUP INC CLASS A,Financials,,5881093120,mid,SPY
GPOR,GULFPORT ENERGY CORP,Energy,,3998581760,mid,SPY
BKU,BANKUNITED INC,Financials,,3421992704,mid,SPY
RNST,RENASANT CORP,Financials,,3486089472,mid,SPY
NATL,NCR ATLEOS CORP,Financials,,3229610752,mid,SPY
WK,WORKIVA INC CLASS A,Information Technology,,3410078464,mid,SPY
WSBC,WESBANCO INC,Financials,,3335074560,mid,SPY
STNG,SCORPIO TANKERS INC,Energy,,3956230144,mid,SPY
PLMR,PALOMAR HOLDINGS INC,Financials,,3205438208,mid,SPY
GNW,GENWORTH FINANCIAL INC,Financials,,3350803200,mid,SPY
QTWO,Q2 HOLDINGS INC,Information Technology,,2979184896,mid,SPY
CALX,CALIX NETWORKS INC,Information Technology,,3040259072,mid,SPY
CATY,CATHAY GENERAL BANCORP,Financials,,3442652672,mid,SPY
SPHR,SPHERE ENTERTAINMENT CLASS A,Communication,,4516579840,mid,SPY
DIOD,DIODES INC,Information Technology,,3181106176,mid,SPY
SXI,STANDEX INTERNATIONAL CORP,Industrials,,3122997760,mid,SPY
PRM,PERIMETER SOLUTIONS INC,Materials,,3824171264,mid,SPY
ICUI,ICU MEDICAL INC,Health Care,,3044557824,mid,SPY
AVNT,AVIENT CORP,Materials,,3216263168,mid,SPY
PJT,PJT PARTNERS INC CLASS A,Financials,,5563118592,mid,SPY
BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,Financials,,3152037888,mid,SPY
PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,,2523448832,mid,SPY
VCTR,VICTORY CAPITAL HOLDINGS CLASS A I,Financials,,4030643712,mid,SPY
CPK,CHESAPEAKE UTILITIES CORP,Utilities,,3105647616,mid,SPY
AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,,3114983168,mid,SPY
SYRE,SPYRE THERAPEUTICS INC,Health Care,,3736941056,mid,SPY
WDFC,WD-40,Consumer Staples,,2789169152,mid,SPY
GSAT,GLOBALSTAR VOTING INC,Communication,,9992529920,mid,SPY
NMIH,NMI HOLDINGS INC,Financials,,2858910208,mid,SPY
CRGY,CRESCENT ENERGY CLASS A,Energy,,4406979584,mid,SPY
CBU,COMMUNITY FINANCIAL SYSTEM INC,Financials,,3133910528,mid,SPY
CENX,CENTURY ALUMINUM,Materials,,6192806400,mid,SPY
MTRN,MATERION CORP,Materials,,3101895424,mid,SPY
ITGR,INTEGER HOLDINGS CORP,Health Care,,3043087104,mid,SPY
FIBK,FIRST INTERSTATE BANCSYSTEM INC,Financials,,3385440768,mid,SPY
SEI,SOLARIS OILFIELD INFRASTRUCTURE IN,Energy,,5197446656,mid,SPY
LCII,LCI INDUSTRIES,Consumer Discretionary,,2979705088,mid,SPY
LXP,LXP INDUSTRIAL TRUST,Real Estate,,2727222528,mid,SPY
RUN,SUNRUN INC,Industrials,,3165647360,mid,SPY
HAE,HAEMONETICS CORP,Health Care,,2660193792,mid,SPY
CC,CHEMOURS,Materials,,3234897664,mid,SPY
VRNS,VARONIS SYSTEMS INC,Information Technology,,2656226560,mid,SPY
OPLN,OPENLANE INC,Industrials,,3148524032,mid,SPY
RRR,RED ROCK RESORTS ORS CLASS A INC,Consumer Discretionary,,5659592704,mid,SPY
FUL,HB FULLER,Materials,,3297026304,mid,SPY
SYNA,SYNAPTICS INC,Information Technology,,2891113984,mid,SPY
CARG,CARGURUS INC CLASS A,Communication,,3181455616,mid,SPY
PARR,PAR PACIFIC HOLDINGS INC,Energy,,3210157824,mid,SPY
AWR,AMERICAN STATES WATER,Utilities,,3032408832,mid,SPY
INSW,INTERNATIONAL SEAWAYS INC,Energy,,3725848064,mid,SPY
MZTI,MARZETTI,Consumer Staples,,3893116928,mid,SPY
DORM,DORMAN PRODUCTS INC,Consumer Discretionary,,3083770880,mid,SPY
SDRL,SEADRILL LTD,Energy,,2849568256,mid,SPY
SOUN,SOUNDHOUND AI INC CLASS A,Information Technology,,2866680320,mid,SPY
BOH,BANK OF HAWAII CORP,Financials,,2971071744,mid,SPY
SLG,SL GREEN REALTY REIT CORP,Real Estate,,2737281280,mid,SPY
CNK,CINEMARK HOLDINGS INC,Communication,,3434995456,mid,SPY
PII,POLARIS INC,Consumer Discretionary,,3063563776,mid,SPY
KMT,KENNAMETAL INC,Industrials,,2742394624,mid,SPY
AEO,AMERICAN EAGLE OUTFITTERS INC,Consumer Discretionary,,2854582016,mid,SPY
CLSK,CLEANSPARK INC,Information Technology,,2248068096,mid,SPY
GTX,GARRETT MOTION INC,Consumer Discretionary,,3580422912,mid,SPY
GFF,GRIFFON CORP,Industrials,,3326684416,mid,SPY
BCC,BOISE CASCADE,Industrials,,2624681216,mid,SPY
DBRG,DIGITALBRIDGE GROUP INC CLASS A,Financials,,3017827584,mid,SPY
WAY,WAYSTAR HOLDING CORP,Health Care,,4550521344,mid,SPY
DK,DELEK US HOLDINGS INC,Energy,,2692574976,mid,SPY
APLE,APPLE HOSPITALITY REIT INC,Real Estate,,2727717632,mid,SPY
HWKN,HAWKINS INC,Materials,,3167293952,mid,SPY
OSCR,OSCAR HEALTH INC CLASS A,Financials,,3549156096,mid,SPY
ACLS,AXCELIS TECHNOLOGIES INC,Information Technology,,2921052160,mid,SPY
IDYA,IDEAYA BIOSCIENCES INC,Health Care,,2875031296,mid,SPY
UE,URBAN EDGE PROPERTIES,Real Estate,,2849896448,mid,SPY
PI,IMPINJ INC,Information Technology,,3036772864,mid,SPY
TARS,TARSUS PHARMACEUTICALS INC,Health Care,,2984131328,mid,SPY
AKR,ACADIA REALTY TRUST REIT,Real Estate,,2751985152,mid,SPY
TWST,TWIST BIOSCIENCE CORP,Health Care,,3078460672,mid,SPY
CON,CONCENTRA GROUP HOLDINGS PARENT IN,Health Care,,2687179776,mid,SPY
COCO,THE VITA COCO COMPANY INC,Consumer Staples,,2753644032,mid,SPY
SUPN,SUPERNUS PHARMACEUTICALS INC,Health Care,,2906724864,mid,SPY
DNLI,DENALI THERAPEUTICS INC,Health Care,,3274914048,mid,SPY
NOG,NORTHERN OIL AND GAS INC,Energy,,2956358144,mid,SPY
MGEE,MGE ENERGY INC,Utilities,,2881600768,mid,SPY
