rank,ticker,name,sector,cap_band,close,ret_period,bench_ret,rs_vs_bench,rs_5d,rs_21d,rs_trend,max_dd_period,bench_dd,dd_vs_bench,current_dd,peer_rs_score,vol_label,rel_vol,acc_watch,pass_trend,score,period_label,period_start,trading_days
67,E79.AX,E79 Gold Mines Limited,Gold,small,0.032,-15.79,-13.9,-1.89,-12.7,-1.46,FLAT,-40.48,-30.84,-9.64,-23.81,50.0,HIGH,1.8567,-,1,17.136,gold_peak,2026-02-15,28
68,EVN.AX,Evolution Mining Limited,Gold,large,12.9,-14.1,-13.9,-0.2,1.53,2.79,FLAT,-34.17,-30.84,-3.33,-26.16,53.95,MED,1.3828,-,1,17.104,gold_peak,2026-02-15,28
69,GG8.AX,Gorilla Gold Mines Ltd,Gold,small,0.34,-15.0,-13.9,-1.1,-5.57,-6.07,FLAT,-36.46,-30.84,-5.62,-29.17,51.97,LOW,0.7605,-,0,16.837,gold_peak,2026-02-15,28
70,KCN.AX,Kingsgate Consolidated Limited,Gold,mid,4.62,-16.43,-13.9,-2.53,-22.79,-6.06,STRONG_DOWN,-40.36,-30.84,-9.52,-35.92,48.03,LOW,0.8325,-,1,16.253,gold_peak,2026-02-15,28
71,NEM.AX,Newmont Corporation,Gold,large,149.23,-13.92,-13.9,-0.02,-2.09,7.77,FLAT,-29.58,-30.84,1.26,-20.29,54.61,HIGH,2.2233,-,1,15.997,gold_peak,2026-02-15,28
72,KTA.AX,Krakatoa Resources Limited,Gold,small,0.0065,-13.33,-13.9,0.57,-4.13,15.2,FLAT,-25.0,-30.84,5.84,-18.75,56.58,LOW,0.3512,-,0,15.45,gold_peak,2026-02-15,28
73,STN.AX,Saturn Metals Limited,Gold,small,0.445,-16.82,-13.9,-2.92,7.12,6.31,STRONG_UP,-40.0,-30.84,-9.16,-28.8,46.05,MED,1.0394,-,0,15.395,gold_peak,2026-02-15,28
74,SX2.AX,Southern Cross Gold Consolidated Ltd,Gold,mid,8.89,-16.21,-13.9,-2.31,-4.01,2.22,FLAT,-34.88,-30.84,-4.04,-26.16,49.34,LOW,0.7984,-,1,15.09,gold_peak,2026-02-15,28
75,A8G.AX,Australasian Metals Limited,Gold,small,0.079,-11.24,-13.9,2.66,-4.13,14.21,FLAT,-11.24,-30.84,19.6,-11.24,65.79,LOW,0.0,-,0,14.921,gold_peak,2026-02-15,28
76,GGR.AX,Golden Globe Resources Limited,Gold,small,0.27,-12.9,-13.9,1.0,-12.6,12.35,FLAT,-19.35,-30.84,11.49,-12.9,58.55,LOW,0.5792,-,0,14.518,gold_peak,2026-02-15,28
77,BM1.AX,Ballard Mining Limited,Gold,small,0.695,-17.26,-13.9,-3.36,3.63,6.59,FLAT,-39.67,-30.84,-8.83,-24.46,43.42,HIGH,2.377,-,0,14.331,gold_peak,2026-02-15,28
78,GML.AX,Gateway Mining Limited,Gold,small,0.062,-15.07,-13.9,-1.17,-7.25,-0.15,FLAT,-28.4,-30.84,2.44,-23.46,51.32,LOW,0.9217,-,1,14.196,gold_peak,2026-02-15,28
79,CYL.AX,Catalyst Metals Limited,Gold,mid,6.26,-17.09,-13.9,-3.19,-1.0,-4.95,FLAT,-35.51,-30.84,-4.67,-28.29,45.39,HIGH,1.5317,EARLY,0,13.742,gold_peak,2026-02-15,28
80,G11.AX,G11 Resources Limited,Gold,small,0.27,-14.96,-13.9,-1.06,-14.13,6.72,FLAT,-25.0,-30.84,5.84,-25.0,52.63,LOW,0.7699,-,1,13.613,gold_peak,2026-02-15,28
81,BCN.AX,Beacon Minerals Limited,Gold,small,3.15,-17.11,-13.9,-3.21,-5.38,0.9,FLAT,-35.63,-30.84,-4.79,-25.18,44.74,MED,1.1043,-,1,13.575,gold_peak,2026-02-15,28
82,USL.AX,Unico Silver Limited,Gold,small,0.66,-18.52,-13.9,-4.62,-2.59,-3.5,STRONG_UP,-43.43,-30.84,-12.59,-33.33,38.16,LOW,0.9457,-,1,13.377,gold_peak,2026-02-15,28
83,GGP.AX,Greatland Resources Limited,Gold,large,10.41,-17.58,-13.9,-3.68,-8.62,-0.08,FLAT,-36.89,-30.84,-6.05,-27.96,42.11,HIGH,1.9286,-,0,12.976,gold_peak,2026-02-15,28
84,GMD.AX,Genesis Minerals Limited,Gold,large,6.11,-17.21,-13.9,-3.31,6.76,6.16,STRONG_UP,-34.19,-30.84,-3.35,-24.85,44.08,HIGH,1.651,-,1,12.905,gold_peak,2026-02-15,28
85,PGO.AX,Pacgold Limited,Gold,small,0.115,-20.69,-13.9,-6.79,5.4,-13.76,FLAT,-51.11,-30.84,-20.27,-36.11,31.58,LOW,0.4849,-,1,12.839,gold_peak,2026-02-15,28
86,HMX.AX,Hammer Metals Limited,Gold,small,0.033,-17.5,-13.9,-3.6,-7.07,-4.32,STRONG_DOWN,-35.42,-30.84,-4.58,-31.25,42.76,LOW,0.1532,-,0,12.762,gold_peak,2026-02-15,28
87,GWR.AX,GWR Group Limited,Gold,small,0.14,-15.15,-13.9,-1.25,-0.42,9.85,FLAT,-23.53,-30.84,7.31,-17.65,50.66,LOW,0.1168,-,1,12.505,gold_peak,2026-02-15,28
88,GBR.AX,Great Boulder Resources Limited,Gold,small,0.093,-19.13,-13.9,-5.23,-15.55,-8.76,STRONG_DOWN,-42.58,-30.84,-11.74,-40.0,36.84,LOW,0.5975,-,1,12.482,gold_peak,2026-02-15,28
89,ALK.AX,Alkane Resources Limited,Gold,mid,1.47,-16.24,-13.9,-2.34,-2.4,6.11,FLAT,-25.77,-30.84,5.07,-17.65,48.68,LOW,0.6158,-,1,12.147,gold_peak,2026-02-15,28
90,SRR.AX,Sarama Resources Limited,Gold,small,0.038,-13.64,-13.9,0.26,-6.69,10.72,FLAT,-15.56,-30.84,15.28,-15.56,55.26,LOW,0.0467,-,0,12.098,gold_peak,2026-02-15,28
91,AQI.AX,Alicanto Minerals Limited,Gold,small,1.475,-20.49,-13.9,-6.59,-6.12,-14.08,FLAT,-47.03,-30.84,-16.19,-37.5,32.24,MED,1.3016,-,1,11.893,gold_peak,2026-02-15,28
92,SNG.AX,Siren Gold Limited,Gold,small,0.08,-16.67,-13.9,-2.77,-17.17,7.45,FLAT,-26.0,-30.84,4.84,-20.0,46.71,LOW,0.2455,-,0,11.453,gold_peak,2026-02-15,28
93,KAU.AX,Kaiser Reef Limited,Gold,small,0.27,-19.4,-13.9,-5.5,-7.7,-8.42,FLAT,-40.96,-30.84,-10.12,-34.94,34.87,LOW,0.9774,-,1,11.297,gold_peak,2026-02-15,28
94,BGD.AX,Barton Gold Holdings Limited,Gold,small,0.885,-19.55,-13.9,-5.65,-6.87,-2.01,FLAT,-40.65,-30.84,-9.81,-28.05,34.21,MED,1.3516,-,0,10.946,gold_peak,2026-02-15,28
95,RGL.AX,Riversgold Limited,Gold,small,0.012,-20.0,-13.9,-6.1,-4.13,-7.07,FLAT,-42.11,-30.84,-11.27,-36.84,32.89,LOW,0.6214,-,1,10.808,gold_peak,2026-02-15,28
96,VTX.AX,Vertex Minerals Limited,Gold,small,0.155,-18.42,-13.9,-4.52,6.59,-0.15,STRONG_UP,-33.33,-30.84,-2.49,-26.19,39.47,MED,1.4852,-,0,10.78,gold_peak,2026-02-15,28
97,AXN.AX,Alliance Nickel Limited,Gold,small,0.04,-16.67,-13.9,-2.77,-6.56,9.3,FLAT,-22.92,-30.84,7.92,-16.67,46.71,LOW,0.2314,-,0,10.529,gold_peak,2026-02-15,28
98,CMM.AX,Capricorn Metals Ltd,Gold,mid,10.75,-19.68,-13.9,-5.78,-1.55,0.57,FLAT,-39.15,-30.84,-8.31,-30.49,33.55,MED,1.2959,EARLY,0,10.246,gold_peak,2026-02-15,28
99,ALY.AX,Alchemy Resources Limited,Gold,small,0.009,-18.18,-13.9,-4.28,8.37,12.35,FLAT,-27.27,-30.84,3.57,-18.18,40.13,LOW,0.2636,-,1,9.256,gold_peak,2026-02-15,28
100,RMS.AX,Ramelius Resources Limited,Gold,large,3.68,-19.23,-13.9,-5.33,-2.19,0.23,FLAT,-31.67,-30.84,-0.83,-24.03,36.18,MED,1.1701,-,1,8.971,gold_peak,2026-02-15,28
101,KRM.AX,Kingsrose Mining,Gold,small,0.032,-17.95,-13.9,-4.05,-7.16,4.4,FLAT,-25.0,-30.84,5.84,-20.0,40.79,HIGH,1.9948,-,0,8.865,gold_peak,2026-02-15,28
102,BHL.AX,Black Horse Mining Limited,Gold,small,0.295,-23.38,-13.9,-9.48,7.2,-7.42,STRONG_UP,-47.67,-30.84,-16.83,-31.4,24.34,LOW,0.7206,-,0,8.559,gold_peak,2026-02-15,28
103,RRL.AX,Regis Resources Limited,Gold,mid,6.4,-21.28,-13.9,-7.38,-3.5,-8.46,FLAT,-39.58,-30.84,-8.74,-33.22,29.61,HIGH,1.6199,-,1,8.553,gold_peak,2026-02-15,28
104,TM1.AX,Terra Metals Limited,Gold,small,0.27,-21.74,-13.9,-7.84,-9.39,-10.99,FLAT,-41.57,-30.84,-10.73,-39.33,27.63,HIGH,1.8159,-,1,8.372,gold_peak,2026-02-15,28
105,CY5.AX,Cygnus Metals Limited,Gold,small,0.135,-22.86,-13.9,-8.96,3.87,-11.8,FLAT,-42.86,-30.84,-12.02,-35.71,25.66,LOW,0.3208,-,1,7.72,gold_peak,2026-02-15,28
106,MDX.AX,Mindax Limited,Gold,small,0.031,-18.42,-13.9,-4.52,-4.13,1.83,FLAT,-23.08,-30.84,7.76,-20.51,39.47,LOW,0.0,-,0,7.705,gold_peak,2026-02-15,28
107,ORP.AX,Orpheus Uranium Limited,Gold,small,0.055,-17.91,-13.9,-4.01,-9.3,5.68,FLAT,-20.29,-30.84,10.55,-20.29,41.45,LOW,0.7869,-,1,7.666,gold_peak,2026-02-15,28
108,SNM.AX,Sentinel Metals Limited,Gold,small,0.555,-20.71,-13.9,-6.81,0.59,0.52,STRONG_UP,-33.12,-30.84,-2.28,-27.92,30.92,LOW,0.3145,-,0,7.236,gold_peak,2026-02-15,28
109,WGX.AX,Westgold Resources Limited,Gold,large,5.62,-22.59,-13.9,-8.69,0.34,-5.69,STRONG_UP,-37.64,-30.84,-6.8,-30.19,26.97,HIGH,1.9058,-,1,6.655,gold_peak,2026-02-15,28
110,BGL.AX,Bellevue Gold Limited,Gold,mid,1.405,-20.85,-13.9,-6.95,-8.55,-0.88,FLAT,-31.79,-30.84,-0.95,-23.64,30.26,LOW,0.9389,-,1,6.583,gold_peak,2026-02-15,28
111,WWI.AX,West Wits Mining Limited,Gold,small,0.065,-21.69,-13.9,-7.79,-11.27,0.66,FLAT,-34.09,-30.84,-3.25,-26.14,28.95,LOW,0.8073,-,1,6.544,gold_peak,2026-02-15,28
112,FG1.AX,Flynn Gold Limited,Gold,small,0.021,-19.23,-13.9,-5.33,-12.82,6.35,FLAT,-23.08,-30.84,7.76,-19.23,36.18,MED,1.2807,-,0,6.394,gold_peak,2026-02-15,28
113,PVW.AX,PVW Resources Limited,Gold,small,0.015,-25.0,-13.9,-11.1,-10.38,-9.47,FLAT,-45.83,-30.84,-14.99,-37.5,20.39,LOW,0.5839,-,0,6.174,gold_peak,2026-02-15,28
114,REZ.AX,Resources & Energy Group Limited,Gold,small,0.013,-18.75,-13.9,-4.85,-4.13,9.01,FLAT,-18.75,-30.84,12.09,-18.75,37.5,LOW,0.4068,-,0,5.683,gold_peak,2026-02-15,28
115,OZM.AX,OzAurum Resources Limited,Gold,small,0.09,-21.74,-13.9,-7.84,-3.0,4.16,FLAT,-32.5,-30.84,-1.66,-25.0,27.63,LOW,0.1977,-,1,5.651,gold_peak,2026-02-15,28
116,SBM.AX,St Barbara Limited,Gold,mid,0.57,-24.0,-13.9,-10.1,-1.42,-10.2,FLAT,-38.37,-30.84,-7.53,-33.72,23.68,HIGH,1.5283,-,1,5.323,gold_peak,2026-02-15,28
117,PEC.AX,Perpetual Resources Limited,Gold,small,0.01,-23.08,-13.9,-9.18,-4.13,-0.73,FLAT,-35.71,-30.84,-4.87,-28.57,25.0,LOW,0.0317,-,0,5.289,gold_peak,2026-02-15,28
118,POL.AX,Polymetals Resources Ltd,Gold,small,0.76,-24.38,-13.9,-10.48,5.23,-3.87,STRONG_UP,-37.26,-30.84,-6.42,-28.3,22.37,HIGH,1.8571,-,0,4.445,gold_peak,2026-02-15,28
119,BTR.AX,Brightstar Resources Limited,Gold,small,0.36,-27.27,-13.9,-13.37,1.76,-11.6,STRONG_UP,-47.83,-30.84,-16.99,-37.39,15.13,HIGH,2.3044,-,0,4.288,gold_peak,2026-02-15,28
120,NXM.AX,Nexus Minerals Limited,Gold,small,0.048,-25.0,-13.9,-11.1,-16.85,-13.65,STRONG_DOWN,-36.0,-30.84,-5.16,-36.0,19.74,LOW,0.0,-,0,3.03,gold_peak,2026-02-15,28
121,HRZ.AX,Horizon Minerals Limited,Gold,small,0.93,-24.7,-13.9,-10.8,7.25,6.13,STRONG_UP,-34.01,-30.84,-3.17,-24.7,21.05,LOW,0.7382,-,0,2.946,gold_peak,2026-02-15,28
122,WGR.AX,Western Gold Resources Limited,Gold,small,0.145,-25.64,-13.9,-11.74,-21.27,-5.15,FLAT,-38.1,-30.84,-7.26,-30.95,17.76,LOW,0.367,-,0,2.81,gold_peak,2026-02-15,28
123,ICL.AX,Iceni Gold Limited,Gold,small,0.04,-24.53,-13.9,-10.63,-6.56,0.78,FLAT,-32.08,-30.84,-1.24,-24.53,21.71,LOW,0.5581,-,0,2.633,gold_peak,2026-02-15,28
124,VAU.AX,Vault Minerals Limited,Gold,mid,4.02,-26.29,-13.9,-12.39,-6.79,-6.77,FLAT,-38.58,-30.84,-7.74,-31.61,17.11,HIGH,1.6387,EARLY,0,2.499,gold_peak,2026-02-15,28
125,MBG.AX,MB Gold Limited,Gold,small,0.17,-22.73,-13.9,-8.83,-4.13,-0.38,FLAT,-24.44,-30.84,6.4,-24.44,26.32,LOW,0.1195,-,0,2.444,gold_peak,2026-02-15,28
126,NMG.AX,New Murchison Gold Limited,Gold,small,0.043,-29.51,-13.9,-15.61,-4.13,-13.47,STRONG_UP,-47.14,-30.84,-16.3,-38.57,11.84,MED,1.1998,-,1,2.198,gold_peak,2026-02-15,28
127,WSR.AX,Westar Resources Limited,Gold,small,0.006,-25.0,-13.9,-11.1,4.97,8.06,FLAT,-31.25,-30.84,-0.41,-25.0,19.74,LOW,0.0315,-,0,1.605,gold_peak,2026-02-15,28
128,AUE.AX,Aurum Resources Limited,Gold,small,0.57,-25.49,-13.9,-11.59,-8.33,-0.63,FLAT,-32.68,-30.84,-1.84,-25.49,18.42,MED,1.1882,-,0,1.442,gold_peak,2026-02-15,28
129,BC8.AX,Black Cat Syndicate Limited,Gold,mid,0.995,-28.67,-13.9,-14.77,-7.52,-8.56,STRONG_UP,-41.51,-30.84,-10.67,-37.42,13.82,MED,1.1562,EARLY,0,1.439,gold_peak,2026-02-15,28
130,AAR.AX,Astral Resources NL,Gold,small,0.18,-29.41,-13.9,-15.51,-9.39,-9.73,STRONG_UP,-42.11,-30.84,-11.27,-36.84,13.16,MED,1.2971,-,0,1.125,gold_peak,2026-02-15,28
131,SMI.AX,Santana Minerals Limited,Gold,mid,0.745,-24.37,-13.9,-10.47,-7.37,6.53,FLAT,-24.37,-30.84,6.47,-24.37,23.03,MED,1.405,EARLY,0,0.78,gold_peak,2026-02-15,28
132,GPR.AX,Geopacific Resources Limited,Gold,small,0.039,-26.42,-13.9,-12.52,-22.88,0.35,FLAT,-33.33,-30.84,-2.49,-31.58,16.45,LOW,0.0,-,1,0.674,gold_peak,2026-02-15,28
133,FAL.AX,Falcon Metals Limited,Gold,small,0.56,-30.86,-13.9,-16.96,7.87,0.12,STRONG_UP,-44.44,-30.84,-13.6,-30.86,10.53,LOW,0.4191,-,0,0.455,gold_peak,2026-02-15,28
134,RR1.AX,Reach Resources Limited,Gold,small,0.0115,-28.13,-13.9,-14.23,0.42,-0.99,STRONG_UP,-35.29,-30.84,-4.45,-32.35,14.47,LOW,0.4397,-,1,-0.016,gold_peak,2026-02-15,28
135,GA8.AX,GoldArc Resources Limited,Gold,small,0.051,-32.89,-13.9,-18.99,-4.13,2.03,FLAT,-44.74,-30.84,-13.9,-32.89,8.55,MED,1.0972,-,0,-0.861,gold_peak,2026-02-15,28
136,MEK.AX,Meeka Metals Limited,Gold,small,0.16,-30.43,-13.9,-16.53,-4.13,-8.09,STRONG_UP,-38.78,-30.84,-7.94,-34.69,11.18,HIGH,1.5638,-,0,-0.876,gold_peak,2026-02-15,28
137,BNR.AX,Bulletin Resources Limited,Gold,small,0.0415,-27.19,-13.9,-13.29,-15.83,-3.55,FLAT,-28.45,-30.84,2.39,-28.45,15.79,LOW,0.9201,-,0,-1.296,gold_peak,2026-02-15,28
138,MAT.AX,Matsa Resources Limited,Gold,small,0.087,-33.08,-13.9,-19.18,-0.55,-5.15,STRONG_UP,-43.85,-30.84,-13.01,-33.08,7.89,LOW,0.2631,-,0,-1.402,gold_peak,2026-02-15,28
139,NST.AX,Northern Star Resources Limited,Gold,large,18.8,-33.4,-13.9,-19.5,-4.97,-15.28,STRONG_UP,-45.32,-30.84,-14.48,-40.26,5.92,MED,1.3288,EARLY,0,-1.68,gold_peak,2026-02-15,28
140,RC1.AX,Redcastle Resources Limited,Gold,small,0.13,-31.58,-13.9,-17.68,-11.27,-5.43,FLAT,-39.47,-30.84,-8.63,-31.58,9.21,LOW,0.1711,-,1,-1.72,gold_peak,2026-02-15,28
141,PNR.AX,Pantoro Gold Limited,Gold,mid,3.27,-34.34,-13.9,-20.44,-9.34,-20.18,STRONG_UP,-47.54,-30.84,-16.7,-44.48,4.61,MED,1.2997,EARLY,0,-1.783,gold_peak,2026-02-15,28
142,CDR.AX,Codrus Minerals Limited,Gold,small,0.024,-29.41,-13.9,-15.51,-4.13,-4.93,STRONG_UP,-31.43,-30.84,-0.59,-31.43,13.16,LOW,0.0,-,0,-2.079,gold_peak,2026-02-15,28
143,AAJ.AX,Aruma Resources Limited,Gold,small,0.011,-35.29,-13.9,-21.39,-4.13,-4.32,STRONG_UP,-47.06,-30.84,-16.22,-35.29,3.95,LOW,0.526,-,0,-2.505,gold_peak,2026-02-15,28
144,M2R.AX,Miramar Resources Limited,Gold,small,0.003,-33.33,-13.9,-19.43,-4.13,-2.65,FLAT,-40.0,-30.84,-9.16,-40.0,7.24,LOW,0.4749,-,0,-2.852,gold_peak,2026-02-15,28
145,M2M.AX,Mt Malcolm Mines NL,Gold,small,0.01,-31.03,-13.9,-17.13,-13.22,-6.23,FLAT,-33.33,-30.84,-2.49,-33.33,9.87,LOW,0.1117,-,0,-3.144,gold_peak,2026-02-15,28
146,ION.AX,Iondrive Limited,Gold,small,0.02,-39.39,-13.9,-25.49,-4.13,-15.15,STRONG_UP,-51.52,-30.84,-20.68,-39.39,1.97,HIGH,1.6175,-,0,-3.401,gold_peak,2026-02-15,28
147,GHM.AX,Golden Horse Minerals Limited,Gold,small,0.47,-35.62,-13.9,-21.72,0.32,-10.51,STRONG_UP,-43.15,-30.84,-12.31,-35.62,3.29,MED,1.2088,-,0,-4.008,gold_peak,2026-02-15,28
148,NVO.AX,Novo Resources Corp,Gold,small,0.076,-36.67,-13.9,-22.77,-12.56,-19.19,STRONG_UP,-44.44,-30.84,-13.6,-43.7,2.63,MED,1.417,-,0,-4.239,gold_peak,2026-02-15,28
149,SVG.AX,Savannah Goldfields Limited,Gold,small,0.011,-33.33,-13.9,-19.43,-19.51,-4.32,FLAT,-35.29,-30.84,-4.45,-35.29,7.24,LOW,0.3523,-,0,-4.265,gold_peak,2026-02-15,28
150,MDI.AX,Middle Island Resources Limited,Gold,small,0.027,-50.0,-13.9,-36.1,-22.31,-29.44,STRONG_UP,-60.66,-30.84,-29.82,-55.74,0.0,MED,1.4035,-,0,-5.494,gold_peak,2026-02-15,28
151,HAW.AX,Hawthorn Resources Limited,Gold,small,0.086,-33.85,-13.9,-19.95,-5.27,-5.99,STRONG_UP,-33.85,-30.84,-3.01,-33.85,5.26,LOW,0.0782,-,1,-5.499,gold_peak,2026-02-15,28
152,PGD.AX,Peregrine Gold Limited,Gold,small,0.13,-43.48,-13.9,-29.58,-17.46,-23.49,STRONG_UP,-50.0,-30.84,-19.16,-45.83,0.66,LOW,0.0468,-,0,-5.886,gold_peak,2026-02-15,28
153,NPM.AX,New Peak Metals Limited,Gold,small,0.014,-41.67,-13.9,-27.77,-26.35,-14.02,FLAT,-41.67,-30.84,-10.83,-41.67,1.32,HIGH,6.0668,-,0,-7.463,gold_peak,2026-02-15,28
1,DTR.AX,Dateline Resources Limited,Gold,mid,0.555,141.3,-5.44,146.74,11.5,74.4,STRONG_DOWN,-37.36,-30.84,-6.52,0.0,100.0,HIGH,1.8009,-,1,90.652,current,2025-12-25,63
2,EM3.AX,EMC Gold Corporation,Gold,small,0.2,124.72,-5.44,130.16,24.91,47.35,STRONG_DOWN,-46.43,-30.84,-15.59,-28.57,99.34,LOW,0.7276,-,0,86.543,current,2025-12-25,63
3,TM1.AX,Terra Metals Limited,Gold,small,0.27,107.69,-5.44,113.13,-9.39,-10.99,FLAT,-41.57,-30.84,-10.73,-39.33,98.68,HIGH,1.8159,-,1,78.075,current,2025-12-25,63
4,LAT.AX,Latitude 66 Limited,Gold,small,0.135,87.5,-5.44,92.94,-7.7,-6.6,STRONG_DOWN,-41.46,-30.84,-10.62,-34.15,98.03,LOW,0.2781,-,1,69.771,current,2025-12-25,63
5,OZM.AX,OzAurum Resources Limited,Gold,small,0.09,80.0,-5.44,85.44,-3.0,4.16,STRONG_DOWN,-37.69,-30.84,-6.85,-30.77,97.37,LOW,0.1977,-,1,65.442,current,2025-12-25,63
6,RGL.AX,Riversgold Limited,Gold,small,0.012,71.43,-5.44,76.87,-4.13,-7.07,FLAT,-47.62,-30.84,-16.78,-42.86,96.71,LOW,0.6214,-,1,64.795,current,2025-12-25,63
7,HMG.AX,Hamelin Gold Limited,Gold,small,0.12,71.43,-5.44,76.87,-11.82,2.35,STRONG_DOWN,-36.11,-30.84,-5.27,-33.33,96.71,LOW,0.0161,-,1,61.342,current,2025-12-25,63
8,VKA.AX,Viking Mines Limited,Gold,small,0.014,55.56,-5.44,61.0,-16.63,9.85,STRONG_DOWN,-43.48,-30.84,-12.64,-39.13,94.74,LOW,0.5996,-,1,56.614,current,2025-12-25,63
9,GMN.AX,Gold Mountain Limited,Gold,small,0.1,44.93,-5.44,50.37,-8.89,-20.51,FLAT,-50.0,-30.84,-19.16,-44.44,92.76,LOW,0.6482,-,1,53.724,current,2025-12-25,63
10,BEZ.AX,Besra Gold Inc,Gold,small,0.105,52.17,-5.44,57.61,-4.13,-7.65,FLAT,-33.33,-30.84,-2.49,-30.0,94.08,LOW,0.2171,-,1,52.015,current,2025-12-25,63
11,HRN.AX,Horizon Gold Limited,Gold,small,1.32,59.04,-5.44,64.48,-5.25,24.44,STRONG_DOWN,-21.68,-30.84,9.16,-14.56,95.39,LOW,0.3784,-,1,51.661,current,2025-12-25,63
12,PGO.AX,Pacgold Limited,Gold,small,0.115,36.9,-5.44,42.34,5.4,-13.76,FLAT,-51.11,-30.84,-20.27,-36.11,89.47,LOW,0.4849,-,1,49.858,current,2025-12-25,63
13,RC1.AX,Redcastle Resources Limited,Gold,small,0.13,38.3,-5.44,43.74,-11.27,-5.43,STRONG_DOWN,-47.73,-30.84,-16.89,-40.91,90.13,LOW,0.1711,-,1,49.602,current,2025-12-25,63
14,AAU.AX,Antilles Gold Limited,Gold,small,0.013,44.44,-5.44,49.88,-4.13,9.01,STRONG_DOWN,-35.29,-30.84,-4.45,-23.53,91.45,MED,1.189,-,1,48.722,current,2025-12-25,63
15,CDR.AX,Codrus Minerals Limited,Gold,small,0.024,41.18,-5.44,46.62,-4.13,-4.93,FLAT,-40.0,-30.84,-9.16,-40.0,90.79,LOW,0.0,-,0,48.633,current,2025-12-25,63
16,TOR.AX,Torque Metals Limited,Gold,small,0.42,44.83,-5.44,50.27,-4.13,64.72,FLAT,-28.57,-30.84,2.27,-16.0,92.11,MED,1.2224,-,1,47.06,current,2025-12-25,63
17,GGR.AX,Golden Globe Resources Limited,Gold,small,0.27,45.95,-5.44,51.39,-12.6,12.35,STRONG_DOWN,-21.87,-30.84,8.97,-15.62,93.42,LOW,0.5792,-,0,45.891,current,2025-12-25,63
18,NAG.AX,Nagambie Resources Limited,Gold,small,0.013,30.0,-5.44,35.44,4.21,3.6,FLAT,-42.11,-30.84,-11.27,-31.58,86.84,LOW,0.0668,-,0,43.609,current,2025-12-25,63
19,SNM.AX,Sentinel Metals Limited,Gold,small,0.555,33.73,-5.44,39.17,0.59,0.52,FLAT,-33.12,-30.84,-2.28,-27.92,88.16,LOW,0.3145,-,0,42.8,current,2025-12-25,63
20,OLY.AX,Olympio Metals Limited,Gold,small,0.06,30.43,-5.44,35.87,-7.35,10.58,STRONG_DOWN,-34.57,-30.84,-3.73,-25.93,87.5,LOW,0.0273,-,0,41.717,current,2025-12-25,63
21,ERM.AX,Emmerson Resources Limited,Gold,small,0.365,35.19,-5.44,40.63,-5.48,22.35,STRONG_DOWN,-23.81,-30.84,7.03,-13.1,88.82,HIGH,1.6897,-,1,40.789,current,2025-12-25,63
22,E79.AX,E79 Gold Mines Limited,Gold,small,0.032,23.08,-5.44,28.52,-12.7,-1.46,STRONG_DOWN,-45.65,-30.84,-14.81,-30.43,81.58,HIGH,1.8567,-,1,40.325,current,2025-12-25,63
23,TMX.AX,Terrain Minerals Limited,Gold,small,0.005,25.0,-5.44,30.44,20.87,22.35,STRONG_DOWN,-33.33,-30.84,-2.49,-16.67,84.21,LOW,0.6839,-,1,38.186,current,2025-12-25,63
24,A1G.AX,African Gold Limited,Gold,small,0.85,26.87,-5.44,32.31,-4.71,7.35,STRONG_DOWN,-28.84,-30.84,2.0,-20.93,86.18,LOW,0.6069,-,1,38.178,current,2025-12-25,63
25,AS1.AX,Asara Resources Limited,Gold,small,0.125,25.0,-5.44,30.44,-4.13,8.55,STRONG_DOWN,-32.26,-30.84,-1.42,-19.35,84.21,LOW,0.2022,-,1,37.865,current,2025-12-25,63
26,RTG.AX,RTG Mining Inc.,Gold,small,0.038,26.67,-5.44,32.11,7.64,18.55,STRONG_DOWN,-25.58,-30.84,5.26,-11.63,85.53,LOW,0.4385,-,1,36.925,current,2025-12-25,63
27,M2R.AX,Miramar Resources Limited,Gold,small,0.003,20.0,-5.44,25.44,-4.13,-2.65,STRONG_DOWN,-40.0,-30.84,-9.16,-40.0,79.61,LOW,0.4749,-,0,36.807,current,2025-12-25,63
28,AWJ.AX,Auric Mining Limited,Gold,small,0.34,23.64,-5.44,29.08,-5.57,45.98,FLAT,-29.11,-30.84,1.73,-13.92,82.89,LOW,0.8943,-,1,35.98,current,2025-12-25,63
29,HMX.AX,Hammer Metals Limited,Gold,small,0.033,17.86,-5.44,23.3,-7.07,-4.32,STRONG_DOWN,-38.0,-30.84,-7.16,-34.0,78.95,LOW,0.1532,-,0,35.153,current,2025-12-25,63
30,BCN.AX,Beacon Minerals Limited,Gold,small,3.15,16.67,-5.44,22.11,-5.38,0.9,STRONG_DOWN,-38.13,-30.84,-7.29,-28.08,77.63,MED,1.1043,-,1,34.32,current,2025-12-25,63
31,TOK.AX,Tolu Minerals Limited,Gold,small,1.6,25.49,-5.44,30.93,14.39,48.83,FLAT,-16.26,-30.84,14.58,0.0,84.87,LOW,0.4946,-,1,33.459,current,2025-12-25,63
32,GWR.AX,GWR Group Limited,Gold,small,0.14,21.74,-5.44,27.18,-0.42,9.85,STRONG_DOWN,-23.53,-30.84,7.31,-17.65,80.92,LOW,0.1168,-,1,32.955,current,2025-12-25,63
